kind,statementFile,statementLine,statementColumns,details,statementString,numberOfParameters,isPreparedStatement
SUPPORTED_PREPARED_STATEMENT,/database/mysql/importCPP.java,81,52,"@io.github.eisop.opsc.qual.Sql(in={""TIMESTAMP"", ""INTEGER"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""CHAR"", ""TIMESTAMP""}, out={""BIGINT ROWCOUNT""}, file=""/database/mysql/importCPP.java"", line=""81"", column=""52"")","insert into casemgmt_note (update_date, demographic_no, provider_no, note,  signed, signing_provider_no, include_issue_innote, program_no, reporter_caisi_role, reporter_program_team, history, password, locked, uuid, observation_date) Values(?,?,?,?,true,'doctor doe',false,?,'1','0',?,'','0',?,?)",8.0,True
SUPPORTED_PREPARED_STATEMENT,/database/mysql/importCPP.java,84,52,"@io.github.eisop.opsc.qual.Sql(in={""INTEGER"", ""INTEGER""}, out={""BIGINT ROWCOUNT""}, file=""/database/mysql/importCPP.java"", line=""84"", column=""52"")","insert into casemgmt_issue_notes Values(?,?)",2.0,True
SUPPORTED_PREPARED_STATEMENT,/database/mysql/importCasemgmt.java,86,31,"@io.github.eisop.opsc.qual.Sql(out={""INTEGER ID""}, file=""/database/mysql/importCasemgmt.java"", line=""86"", column=""31"")",select id from program where name = 'OSCAR',0.0,False
USING_FALLBACK,/database/mysql/importCasemgmt.java,91,42,"org.apache.calcite.tools.ValidationException: org.apache.calcite.runtime.CalciteContextException: From line 1, column 13 to line 1, column 19: Column 'id' has no default value and does not allow NULLs",,,False
SUPPORTED_PREPARED_STATEMENT,/database/mysql/importCasemgmt.java,91,42,"@io.github.eisop.opsc.qual.Sql(file=""/database/mysql/importCasemgmt.java"", line=""91"", column=""42"")","insert into program (facilityId, name,emergencyNumber,maxAllowed,holdingTank,type,programStatus,allowBatchAdmission,allowBatchDischarge,hic,exclusiveView,defaultServiceRestrictionDays,userDefined,enableEncounterTime,enableEncounterTransportationTime) Values(1,'OSCAR','','99999',0,'Bed','active',0,0,0,'',0,0,0,0)",0.0,False
SUPPORTED_PREPARED_STATEMENT,/database/mysql/importCasemgmt.java,110,31,"@io.github.eisop.opsc.qual.Sql(out={""VARCHAR PROVIDER_NO""}, file=""/database/mysql/importCasemgmt.java"", line=""110"", column=""31"")",select provider_no from provider where provider_no = '000000',0.0,False
USING_FALLBACK,/database/mysql/importCasemgmt.java,115,29,"org.apache.calcite.tools.ValidationException: org.apache.calcite.runtime.CalciteContextException: From line 1, column 13 to line 1, column 20: Column 'lastUpdateDate' has no default value and does not allow NULLs",,,False
SUPPORTED_PREPARED_STATEMENT,/database/mysql/importCasemgmt.java,115,29,"@io.github.eisop.opsc.qual.Sql(file=""/database/mysql/importCasemgmt.java"", line=""115"", column=""29"")","INSERT INTO provider (provider_no, last_name, first_name, provider_type, specialty, team, sex, dob, address, phone, work_phone, ohip_no, rma_no,billing_no, hso_no, status, comments, provider_activity) VALUES ('000000','doe','doctor','doctor','','','','0001-01-01','','','','','','','','1','','')",0.0,False
USING_FALLBACK,/database/mysql/importCasemgmt.java,118,29,"org.apache.calcite.tools.ValidationException: org.apache.calcite.runtime.CalciteContextException: From line 1, column 13 to line 1, column 25: Column 'id' has no default value and does not allow NULLs",,,False
SUPPORTED_PREPARED_STATEMENT,/database/mysql/importCasemgmt.java,118,29,"@io.github.eisop.opsc.qual.Sql(file=""/database/mysql/importCasemgmt.java"", line=""118"", column=""29"")","insert into `secUserRole` (provider_no, role_name, orgcd, activeyn) values('000000', 'doctor', 'R0000001', 1)",0.0,False
SUPPORTED_PREPARED_STATEMENT,/database/mysql/importCasemgmt.java,125,30,"@io.github.eisop.opsc.qual.Sql(out={""VARCHAR ROLEUSERGROUP""}, file=""/database/mysql/importCasemgmt.java"", line=""125"", column=""30"")",select roleUserGroup from secObjPrivilege where objectName = '_eChart' and privilege = 'x',0.0,False
CANNOT_DETERMINE_STATEMENT_STRING,/database/mysql/importCasemgmt.java,143,48,,,,False
CANNOT_DETERMINE_STATEMENT_STRING,/database/mysql/importCasemgmt.java,150,73,,,,True
SUPPORTED_PREPARED_STATEMENT,/database/mysql/importCasemgmt.java,151,52,"@io.github.eisop.opsc.qual.Sql(in={""VARCHAR""}, out={""BIGINT ID""}, file=""/database/mysql/importCasemgmt.java"", line=""151"", column=""52"")",select id from program_provider where provider_no = ?,1.0,True
CANNOT_DETERMINE_STATEMENT_STRING,/database/mysql/importCasemgmt.java,182,49,,,,False
CANNOT_DETERMINE_STATEMENT_STRING,/database/mysql/importCasemgmt.java,186,59,,,,True
SUPPORTED_PREPARED_STATEMENT,/database/mysql/importCasemgmt.java,187,60,"@io.github.eisop.opsc.qual.Sql(in={""BIGINT"", ""BIGINT""}, out={""BIGINT ROWCOUNT""}, file=""/database/mysql/importCasemgmt.java"", line=""187"", column=""60"")","insert into program_access_roles (id,role_id) Values(?,1),(?,2)",2.0,True
SUPPORTED_PREPARED_STATEMENT,/database/mysql/importCasemgmt.java,218,30,"@io.github.eisop.opsc.qual.Sql(out={""INTEGER DEMOGRAPHIC_NO"", ""DATE DATE_JOINED"", ""VARCHAR PROVIDER_NO""}, file=""/database/mysql/importCasemgmt.java"", line=""218"", column=""30"")","select demographic_no, date_joined, provider_no from demographic",0.0,False
CANNOT_DETERMINE_STATEMENT_STRING,/database/mysql/importCasemgmt.java,219,55,,,,True
SUPPORTED_PREPARED_STATEMENT,/database/mysql/importCasemgmt.java,220,34,"@io.github.eisop.opsc.qual.Sql(in={""BIGINT""}, out={""BIGINT CLIENT_ID""}, file=""/database/mysql/importCasemgmt.java"", line=""220"", column=""34"")",select client_id from admission where client_id = ?,1.0,True
SUPPORTED_PREPARED_STATEMENT,/database/mysql/importCasemgmt.java,248,51,"@io.github.eisop.opsc.qual.Sql(in={""VARCHAR""}, out={""INTEGER ISSUE_ID""}, file=""/database/mysql/importCasemgmt.java"", line=""248"", column=""51"")",select issue_id from issue where code =?,1.0,True
USING_FALLBACK,/database/mysql/importCasemgmt.java,249,34,"org.apache.calcite.tools.ValidationException: org.apache.calcite.runtime.CalciteContextException: From line 1, column 77 to line 1, column 81: No match found for function signature NOW()",,,True
SUPPORTED_PREPARED_STATEMENT,/database/mysql/importCasemgmt.java,249,34,"@io.github.eisop.opsc.qual.Sql(in={""VARCHAR"", ""VARCHAR""}, file=""/database/mysql/importCasemgmt.java"", line=""249"", column=""34"")","insert into issue (code, description, role, update_date) values(?,?,'nurse',now())",2.0,True
SUPPORTED_PREPARED_STATEMENT,/database/mysql/importCasemgmt.java,274,52,"@io.github.eisop.opsc.qual.Sql(in={""INTEGER"", ""INTEGER""}, out={""INTEGER ID""}, file=""/database/mysql/importCasemgmt.java"", line=""274"", column=""52"")",select id from casemgmt_issue where demographic_no = ? and issue_id = ?,2.0,True
CANNOT_DETERMINE_STATEMENT_STRING,/database/mysql/importCasemgmt.java,275,73,,,,True
CANNOT_DETERMINE_STATEMENT_STRING,/database/mysql/importCasemgmt.java,276,73,,,,True
SUPPORTED_PREPARED_STATEMENT,/database/mysql/importCasemgmt.java,279,52,"@io.github.eisop.opsc.qual.Sql(in={""INTEGER"", ""INTEGER""}, out={""BIGINT ROWCOUNT""}, file=""/database/mysql/importCasemgmt.java"", line=""279"", column=""52"")","insert into casemgmt_issue_notes (id, note_id) Values(?,?)",2.0,True
SUPPORTED_PREPARED_STATEMENT,/database/mysql/importCasemgmt.java,285,30,"@io.github.eisop.opsc.qual.Sql(out={""INTEGER eChartId"", ""TIMESTAMP timeStamp"", ""INTEGER demographicNo"", ""VARCHAR providerNo"", ""VARCHAR subject"", ""VARCHAR socialHistory"", ""VARCHAR familyHistory"", ""VARCHAR medicalHistory"", ""VARCHAR ongoingConcerns"", ""VARCHAR reminders"", ""VARCHAR encounter""}, file=""/database/mysql/importCasemgmt.java"", line=""285"", column=""30"")",select * from eChart e left join (select max(eChartId) eChartId from eChart where subject != 'SPLIT CHART' group by demographicNo) mx using(eChartId) where e.eChartId = mx.eChartId and e.subject != 'SPLIT CHART',0.0,False
CANNOT_DETERMINE_STATEMENT_STRING,/database/mysql/importCasemgmt.java,286,55,,,,True
SUPPORTED_PREPARED_STATEMENT,/database/mysql/importCasemgmt.java,289,55,"@io.github.eisop.opsc.qual.Sql(in={""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""VARCHAR"", ""TIMESTAMP""}, out={""BIGINT ROWCOUNT""}, file=""/database/mysql/importCasemgmt.java"", line=""289"", column=""55"")","insert into casemgmt_cpp (demographic_no,provider_no,socialHistory,familyHistory,medicalHistory,ongoingConcerns,reminders,update_date) Values(?,?,?,?,?,?,?,?)",8.0,True
SUPPORTED_PREPARED_STATEMENT,/database/mysql/importCasemgmt.java,291,34,"@io.github.eisop.opsc.qual.Sql(in={""INTEGER"", ""VARCHAR"", ""TIMESTAMP""}, out={""INTEGER NOTE_ID""}, file=""/database/mysql/importCasemgmt.java"", line=""291"", column=""34"")",select note_id from casemgmt_note where demographic_no = ? and (signing_provider_no = '000000' or (note = ? and update_date = ?)),3.0,True
SUPPORTED_PREPARED_STATEMENT,/database/mysql/importCasemgmt.java,537,34,"@io.github.eisop.opsc.qual.Sql(in={""TIMESTAMP"", ""INTEGER"", ""VARCHAR""}, out={""INTEGER NOTE_ID""}, file=""/database/mysql/importCasemgmt.java"", line=""537"", column=""34"")",select note_id from casemgmt_note where update_date = ? and demographic_no = ? and provider_no = ? and signing_provider_no = '000000' and note like 'SPLIT CHART%',3.0,True
SUPPORTED_PREPARED_STATEMENT,/database/mysql/importCasemgmt.java,538,30,"@io.github.eisop.opsc.qual.Sql(out={""INTEGER eChartId"", ""TIMESTAMP timeStamp"", ""INTEGER demographicNo"", ""VARCHAR providerNo"", ""VARCHAR subject"", ""VARCHAR socialHistory"", ""VARCHAR familyHistory"", ""VARCHAR medicalHistory"", ""VARCHAR ongoingConcerns"", ""VARCHAR reminders"", ""VARCHAR encounter""}, file=""/database/mysql/importCasemgmt.java"", line=""538"", column=""30"")",select * from eChart e where e.subject = 'SPLIT CHART',0.0,False
